Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact,Age,Age_Band,Has_Valid_Contact
S03525,Jessica Butler,2009-01-26,Grade 1,(250)807-1851x6649,16.0,15-19,True
S03526,James Smith,,Grade 4,(483)957-5181x5094,,Unknown,True
S03527,Robert Morgan,2015-11-25,Grade 5,(787)673-1810x41785,9.0,0-14,True
S03528,Jeffrey Whitehead,2011-01-28,Grade 5,Not Provided,14.0,0-14,True
S03529,Frank Carter,2008-12-23,Grade 5,(617)837-1561x15008,16.0,15-19,True
S03530,Rebecca Christian,2011-09-06,Grade 2,(919)226-6577,13.0,0-14,True
S03531,Miranda Myers,2016-09-19,Grade 1,(411)241-6669,8.0,0-14,True
S03532,Susan Rivas,2018-02-06,Grade 3,001-273-787-1650,7.0,0-14,True
S03533,Ashley Williams,2016-02-01,Grade 1,(483)797-3792x947,9.0,0-14,True
S03534,Seth Rosales,2012-03-12,Grade 5,432.692.6513x2708,13.0,0-14,True
S03535,Jennifer Webb,2007-05-04,Grade 5,702.339.8602,18.0,15-19,True
S03536,Robert Clarke,2011-08-01,Grade 1,854.582.7926,13.0,0-14,True
S03537,Gregory James,2018-12-23,Grade 3,215-247-2441x7487,6.0,0-14,True
S03538,Tiffany David,2008-04-15,Grade 5,(460)222-0379,17.0,15-19,True
S03539,Micheal Brown,2018-09-04,Grade 5,340-543-0432x297,6.0,0-14,True
S03540,Miss Felicia Bryant,2017-09-17,Grade 2,+1-881-249-7831x6789,7.0,0-14,True
S03541,Dennis Rojas,2009-09-24,Grade 2,224-940-3145x6988,15.0,15-19,True
S03542,Scott Valenzuela,,Grade 4,782-980-2473x16179,,Unknown,True
S03543,Kelly Williams,2015-03-28,Grade 2,(808)342-7269x09854,10.0,0-14,True
S03544,Kirk Pugh,2014-02-16,Grade 4,677.765.1861x20643,11.0,0-14,True
S03545,Samantha Cortez,,Grade 5,831-223-1846x13305,,Unknown,True
S03546,Jessica Jones,2012-10-09,Grade 1,001-431-318-4921x6772,12.0,0-14,True
S03547,Patricia Nelson,,Grade 4,990.645.6346x396,,Unknown,True
S03548,Brittney Kim,2007-11-12,Grade 1,3113494069,17.0,15-19,True
S03549,Alexander Gibson,,Grade 3,488.524.5194x394,,Unknown,True
S03550,Jesse Munoz,2019-03-02,Grade 2,+1-883-736-8694x335,6.0,0-14,True
S03551,Samantha Ross,2008-12-05,Grade 1,001-725-423-6549x040,16.0,15-19,True
S03552,James Anthony,2018-02-16,Grade 3,(802)751-2211x073,7.0,0-14,True
S03553,Nathan Boone,2017-12-26,Grade 4,001-310-594-4464x1060,7.0,0-14,True
S03554,Jeffrey Kaufman,2010-05-02,Grade 3,677.562.9818x288,15.0,15-19,True
S03555,Joshua White,2008-05-19,Grade 3,001-425-953-0930,17.0,15-19,True
S03556,Tina Navarro,2011-10-19,Grade 4,575-215-2670,13.0,0-14,True
S03557,Devin Wagner,2007-09-10,Grade 4,(470)531-0635,17.0,15-19,True
S03558,Michael Torres,2010-06-28,Grade 1,529-955-9552,14.0,0-14,True
S03559,Rebecca Atkinson,2016-07-09,Grade 1,001-525-324-0539x0547,8.0,0-14,True
S03560,John Stephenson,2014-07-06,Grade 1,400.334.7027,10.0,0-14,True
S03561,Rebecca Archer,2014-01-30,Grade 3,550-712-7155,11.0,0-14,True
S03562,Mark Pineda,2010-07-29,Grade 2,+1-547-401-9837,14.0,0-14,True
S03563,Sarah Arellano,2013-10-02,Grade 2,708-795-7001x520,11.0,0-14,True
S03564,Dana Garcia,2008-03-25,Grade 2,001-341-254-2456x775,17.0,15-19,True
S03565,Benjamin Kelly,2011-08-05,Grade 2,389-618-5099x3250,13.0,0-14,True
S03566,Evelyn Thomas,2009-05-20,Grade 4,(960)366-1025x269,16.0,15-19,True
S03567,Melanie Owens,2015-02-05,Grade 4,(470)238-1400,10.0,0-14,True
S03568,Jessica White,2012-04-01,Grade 3,001-654-532-9934x345,13.0,0-14,True
S03569,Alexa Flynn,2009-02-08,Grade 3,954.668.3641,16.0,15-19,True
S03570,Crystal Alexander,2012-10-28,Grade 4,955-567-6834x67780,12.0,0-14,True
S03571,Erika Jones,2012-12-10,Grade 5,001-548-625-0313x2470,12.0,0-14,True
S03572,Kristen Greer,2013-03-15,Grade 5,3323601538,12.0,0-14,True
S03573,Darrell Stone,2008-04-24,Grade 4,+1-879-200-0927x423,17.0,15-19,True
S03574,Brandon Ayers,2013-03-11,Grade 3,Not Provided,12.0,0-14,True
S03575,David Adams,2015-04-06,Grade 3,856-455-3822x07743,10.0,0-14,True
S03576,Belinda Ruiz,2014-08-21,Grade 3,534.619.0279x2703,10.0,0-14,True
S03577,Jennifer Murphy,2016-03-18,Grade 3,380.533.0651x77128,9.0,0-14,True
S03578,Anthony Palmer,2012-07-01,Grade 5,001-903-846-1966x2309,12.0,0-14,True
S03579,Jeremy Greene,2015-01-24,Grade 3,987.266.3725x0830,10.0,0-14,True
S03580,Joseph Lee,2011-09-23,Grade 3,(790)731-7184,13.0,0-14,True
S03581,William Kemp,2010-12-16,Grade 1,8459580953,14.0,0-14,True
S03582,Devin Hampton,2011-03-17,Grade 2,(353)228-6552x45161,14.0,0-14,True
S03583,Sarah Gonzalez,2009-02-27,Grade 5,390.276.5667,16.0,15-19,True
S03584,Jennifer Young,2016-05-14,Grade 5,(931)666-8723x44191,9.0,0-14,True
S03585,Dana Huang,2013-07-20,Grade 4,(326)437-6643x4489,11.0,0-14,True
S03586,Emily Terry,2010-01-11,Grade 2,5857988028,15.0,15-19,True
S03587,Mark Bailey,2013-09-28,Grade 5,(766)366-4032x04611,11.0,0-14,True
S03588,Andrea Johnson,2016-03-31,Grade 3,(494)938-3880,9.0,0-14,True
S03589,Ryan Wheeler,2012-07-29,Grade 5,001-986-577-1952x884,12.0,0-14,True
S03590,Jared Castro,2018-03-11,Grade 4,+1-444-357-2637x74113,7.0,0-14,True
S03591,Jessica Turner,,Grade 4,309-263-1166,,Unknown,True
S03592,Patrick Adams,,Grade 2,393-699-7942,,Unknown,True
S03593,Christina Mcmillan,2007-06-16,Grade 5,(601)859-7083x5282,18.0,15-19,True
S03594,Sandra Riggs,2015-04-17,Grade 1,923.389.3815,10.0,0-14,True
S03595,Cynthia Serrano,2009-01-07,Grade 2,(818)477-9128,16.0,15-19,True
S03596,Brian Woods,2017-10-06,Grade 3,(710)473-7751,7.0,0-14,True
S03597,Ian Barr,2013-10-27,Grade 3,536.686.6734,11.0,0-14,True
S03598,Jennifer Sullivan,,Grade 2,001-731-548-3633,,Unknown,True
S03599,Tammy Smith,2008-08-29,Grade 5,Not Provided,16.0,15-19,True
S03600,Maria Fischer,2008-06-03,Grade 2,(277)963-3529,17.0,15-19,True
S03601,Nicholas Saunders,2011-05-31,Grade 3,243-375-0104x721,14.0,0-14,True
S03602,Carol Hampton,2018-01-26,Grade 5,3303512830,7.0,0-14,True
S03603,William Thomas,2019-01-27,Grade 4,(620)888-4978x62620,6.0,0-14,True
S03604,Jennifer Bailey,2014-01-01,Grade 2,983.689.1335,11.0,0-14,True
S03605,Tricia Valentine,2015-07-09,Grade 2,001-774-533-0851x55447,9.0,0-14,True
S03606,Michael Peters,2012-11-11,Grade 4,001-923-931-0326,12.0,0-14,True
S03607,Andrew Raymond,2009-04-06,Grade 2,001-994-623-8790x182,16.0,15-19,True
S03608,Ashley Moore,2016-03-12,Grade 3,8503544316,9.0,0-14,True
S03609,Andrea Smith,2006-10-13,Grade 1,Not Provided,18.0,15-19,True
S03610,Jenny Simpson,2010-05-21,Grade 3,691.448.2754x1151,15.0,15-19,True
S03611,Edwin Moses,2018-06-10,Grade 4,001-665-680-6826x950,7.0,0-14,True
S03612,Michael Green,2010-05-14,Grade 1,001-254-315-0540,15.0,15-19,True
S03613,Gregory Lee,2015-01-14,Grade 3,754.531.4622x2472,10.0,0-14,True
S03614,Annette Mcdonald,2008-04-18,Grade 5,(634)632-2433,17.0,15-19,True
S03615,Kevin Hansen,2012-06-16,Grade 4,001-741-648-3813x7224,13.0,0-14,True
S03616,Kevin Romero,2016-09-28,Grade 1,Not Provided,8.0,0-14,True
S03617,Jessica Harper,,Grade 2,(649)305-8137,,Unknown,True
S03618,Laura Rodriguez,2009-08-07,Grade 5,245-792-4828x72939,15.0,15-19,True
S03619,Peter Williams,2009-03-29,Grade 1,001-903-375-8437,16.0,15-19,True
S03620,Jocelyn Hickman Dds,2012-02-11,Grade 3,+1-560-201-8646x2632,13.0,0-14,True
S03621,Nancy Casey,2014-09-25,Grade 5,802-326-4420x5656,10.0,0-14,True
S03622,Kenneth Flynn,2017-09-23,Grade 2,(466)389-5377x052,7.0,0-14,True
S03623,Jeremy Allen,2006-05-18,Grade 3,001-242-995-6564x69893,19.0,15-19,True
S03624,Jesse Bailey,2012-08-13,Grade 3,(393)594-1466,12.0,0-14,True
S03625,Matthew Martinez,2007-06-30,Grade 5,001-860-666-0159x341,17.0,15-19,True
S03626,Michael Moyer,2013-02-26,Grade 1,001-990-612-0394x084,12.0,0-14,True
S03627,William Mccarthy,2016-12-06,Grade 2,951.582.5266x57633,8.0,0-14,True
S03628,Katie Sharp,2007-06-09,Grade 4,+1-989-783-9465x04719,18.0,15-19,True
S03629,Mr. Jacob Salazar Dds,2006-05-03,Grade 3,729.241.7874,19.0,15-19,True
S03630,Michelle Lopez,2015-10-19,Grade 5,001-379-450-4987,9.0,0-14,True
S03631,Steven Williams,2008-03-27,Grade 2,+1-434-448-7044x9000,17.0,15-19,True
S03632,Kelly Choi,2014-01-14,Grade 2,7279685705,11.0,0-14,True
S03633,Susan Ray,2010-02-25,Grade 1,Not Provided,15.0,15-19,True
S03634,Kerry Mathews,2015-02-07,Grade 5,409-427-5129,10.0,0-14,True
S03635,Barbara Johnson,2014-01-19,Grade 4,284-332-8069,11.0,0-14,True
S03636,Sarah Smith,2017-09-23,Grade 2,543.486.7632x20750,7.0,0-14,True
S03637,Logan Thomas,2012-11-26,Grade 4,665-359-8277x1889,12.0,0-14,True
S03638,Robert Walters,,Grade 4,(814)651-5664,,Unknown,True
S03639,Keith Weaver,2008-08-12,Grade 1,650-862-7682x27136,16.0,15-19,True
S03640,Gregory Weaver,2011-05-23,Grade 3,387.912.7175x9070,14.0,0-14,True
S03641,Donna Johnson,2013-06-20,Grade 2,239-534-9959x6478,12.0,0-14,True
S03642,Sandra Logan,2014-07-15,Grade 2,001-307-754-7829x01776,10.0,0-14,True
S03643,Dr. Sarah Mata,2012-08-09,Grade 1,872-773-7232x55480,12.0,0-14,True
S03644,Justin Robinson,2009-09-15,Grade 3,Not Provided,15.0,15-19,True
S03645,John Wilson,2012-12-08,Grade 3,638.234.7567x355,12.0,0-14,True
S03646,Robert Jordan,2009-02-20,Grade 2,3487556188,16.0,15-19,True
S03647,Michelle Johnson,2016-12-16,Grade 5,988-903-8792,8.0,0-14,True
S03648,Sandra Rivera,2018-06-14,Grade 1,616-750-4760x612,7.0,0-14,True
S03649,Jay Yang,,Grade 3,(381)549-8800,,Unknown,True
S03650,Michael Garza,2013-10-18,Grade 1,(743)826-5397x14551,11.0,0-14,True
S03651,Gabrielle Carrillo,2013-12-06,Grade 1,9856186203,11.0,0-14,True
S03652,Jo Poole,2018-12-29,Grade 1,671-238-4083,6.0,0-14,True
S03653,Laura Sanchez,2011-04-11,Grade 3,+1-382-695-4234x01588,14.0,0-14,True
S03654,Anne Banks,2008-04-19,Grade 2,373-669-1159,17.0,15-19,True
S03655,Brandon Brown,2008-08-19,Grade 4,2214593173,16.0,15-19,True
S03656,Gabrielle Williams,2007-02-21,Grade 5,723-771-5258x8543,18.0,15-19,True
S03657,Kari Murphy,2011-05-24,Grade 5,5897046840,14.0,0-14,True
S03658,Yolanda Rojas,2015-05-01,Grade 2,(308)290-3408x5981,10.0,0-14,True
S03659,Patrick Horton,2017-07-13,Grade 5,(527)254-6011x9314,7.0,0-14,True
S03660,Jessica Nguyen,2012-01-20,Grade 5,957-453-8933,13.0,0-14,True
S03661,Travis Sanchez,,Grade 1,001-780-842-2157,,Unknown,True
S03662,Katherine Mcdonald,,Grade 2,(985)945-2781,,Unknown,True
S03663,Brett Brown,2016-06-03,Grade 5,286.923.6539x450,9.0,0-14,True
S03664,Jaime Munoz,2017-01-28,Grade 2,810-848-8895,8.0,0-14,True
S03665,Mark Fuller,,Grade 3,(496)800-0648x88702,,Unknown,True
S03666,Renee Kerr,2006-06-15,Grade 1,464.790.5687,19.0,15-19,True
S03667,Jeffrey Mann,2009-03-22,Grade 2,+1-876-960-0185x2966,16.0,15-19,True
S03668,James Owens,2010-10-02,Grade 5,001-580-990-1264x74111,14.0,0-14,True
S03669,Maria Baker,2010-06-25,Grade 5,Not Provided,15.0,15-19,True
S03670,Micheal Lewis,2012-02-15,Grade 2,(579)966-6697x91419,13.0,0-14,True
S03671,Tanner Lowe,2017-04-02,Grade 2,(245)542-8945x3433,8.0,0-14,True
S03672,Michael Sweeney,2016-08-27,Grade 3,856-568-6100x715,8.0,0-14,True
S03673,Kevin Hayes,2006-10-05,Grade 3,759-645-9834,18.0,15-19,True
S03674,Anna Hudson,,Grade 3,+1-349-317-9886x2629,,Unknown,True
S03675,Antonio Hale,2011-12-13,Grade 3,001-218-647-8953,13.0,0-14,True
S03676,Meagan Ortiz,2017-01-01,Grade 5,880.563.3912x164,8.0,0-14,True
S03677,Michael Guerrero,2012-01-31,Grade 3,001-397-288-8525,13.0,0-14,True
S03678,Joshua Oconnor,2007-04-03,Grade 5,(847)965-6241x8047,18.0,15-19,True
S03679,Brent Wilson,2016-08-24,Grade 5,965-558-0497,8.0,0-14,True
S03680,Amanda Mays,2008-06-17,Grade 3,001-632-983-9580x7255,17.0,15-19,True
S03681,Tyler Boone,2014-06-01,Grade 5,8614665963,11.0,0-14,True
S03682,Patricia Odom,2011-09-25,Grade 2,+1-636-705-6157x2536,13.0,0-14,True
S03683,Tina Wilson,2006-03-24,Grade 2,+1-748-414-8299x927,19.0,15-19,True
S03684,Paul Cain,,Grade 4,001-328-624-7929x9579,,Unknown,True
S03685,Chelsea Lee,2006-08-17,Grade 4,916.764.5130x43626,18.0,15-19,True
S03686,Matthew Sanchez,2007-10-22,Grade 4,001-588-676-5200x46512,17.0,15-19,True
S03687,Rhonda Phillips,2018-03-13,Grade 5,Not Provided,7.0,0-14,True
S03688,Michael Page,2010-08-05,Grade 1,(604)261-1527x71245,14.0,0-14,True
S03689,Adam Morris,2010-02-13,Grade 5,605.852.2845x840,15.0,15-19,True
S03690,Tracy Glenn,2015-09-12,Grade 1,Not Provided,9.0,0-14,True
S03691,Calvin Wright,2011-01-02,Grade 5,9395953721,14.0,0-14,True
S03692,Lorraine Rodriguez,2011-06-04,Grade 4,001-842-425-3249x3532,14.0,0-14,True
S03693,Roger Henderson,,Grade 5,565-447-5065x48474,,Unknown,True
S03694,Mark Elliott,,Grade 1,001-932-760-3239x817,,Unknown,True
S03695,Matthew Lowery,2017-08-11,Grade 3,815.976.1317,7.0,0-14,True
S03696,Jeremiah Smith,2011-06-05,Grade 2,488-892-7580,14.0,0-14,True
S03697,Cole Short,2010-01-10,Grade 3,+1-468-683-8413x788,15.0,15-19,True
S03698,Ashley Livingston,2008-01-22,Grade 1,+1-905-703-3269x52246,17.0,15-19,True
S03699,Tracey Lopez,2018-04-29,Grade 4,983.795.0389,7.0,0-14,True
S03700,Michael Wood,2016-04-21,Grade 1,001-329-322-2080,9.0,0-14,True
S03701,Wendy Walters,2007-02-15,Grade 2,+1-679-694-3490x50717,18.0,15-19,True
S03702,Jacqueline Wiley,2009-06-28,Grade 5,997.233.6502x2896,15.0,15-19,True
S03703,Michelle Lowery,2007-05-01,Grade 4,558-963-5339x915,18.0,15-19,True
S03704,Victoria Rasmussen,2017-12-18,Grade 3,(317)525-8903x33944,7.0,0-14,True
S03705,Christina Patton,2011-09-28,Grade 2,489-914-3014,13.0,0-14,True
S03706,Maria Hendrix,2015-11-11,Grade 2,001-679-216-6204,9.0,0-14,True
S03707,Roy Brown,2017-04-04,Grade 2,887-713-5811x869,8.0,0-14,True
S03708,Jordan Rowland,2017-01-23,Grade 1,286.684.6793,8.0,0-14,True
S03709,Douglas Brown,2012-12-13,Grade 4,+1-598-259-1938,12.0,0-14,True
S03710,Anthony Herman,2017-04-05,Grade 1,001-826-277-5864x8313,8.0,0-14,True
S03711,Andrew Kennedy,2017-09-06,Grade 3,703.301.6431x36777,7.0,0-14,True
S03712,Dana Morris,2016-01-04,Grade 3,207-925-2493,9.0,0-14,True
S03713,Jean Moore,2016-12-02,Grade 5,001-459-870-3715x42532,8.0,0-14,True
S03714,Jennifer Gibson,,Grade 2,3758123868,,Unknown,True
S03715,Gary Myers,2011-01-24,Grade 4,263.428.1279x315,14.0,0-14,True
S03716,Jasmine Jackson,2006-10-27,Grade 1,(982)375-1337x6880,18.0,15-19,True
S03717,Joanna Hensley,,Grade 4,(979)517-2367,,Unknown,True
S03718,Donald House,,Grade 5,(907)909-9578x21864,,Unknown,True
S03719,Mark Ramirez,2018-01-17,Grade 2,964-554-0810x73372,7.0,0-14,True
S03720,Anna King Md,2012-11-06,Grade 1,816.671.8861x9288,12.0,0-14,True
S03721,Christine Jordan,2014-11-02,Grade 2,(736)628-0916,10.0,0-14,True
S03722,Danielle Warren,2018-01-24,Grade 4,(628)964-8608,7.0,0-14,True
S03723,Roberto Wise,2012-03-14,Grade 5,+1-299-938-8764x43867,13.0,0-14,True
S03724,Vincent Peterson,2008-09-29,Grade 1,+1-395-849-8486x4432,16.0,15-19,True
S03725,Shannon Collins,2017-11-16,Grade 5,+1-282-700-7854x7779,7.0,0-14,True
S03726,Alison Walker,,Grade 5,(692)712-9267,,Unknown,True
S03727,Raymond Webster,2018-12-16,Grade 2,001-765-251-9757x449,6.0,0-14,True
S03728,Richard Reyes,2007-12-21,Grade 5,958-520-3803x04998,17.0,15-19,True
S03729,Chad Phillips,2010-06-07,Grade 1,542.686.8731,15.0,15-19,True
S03730,Denise Thompson,2014-04-21,Grade 2,626.658.7581,11.0,0-14,True
S03731,Mr. Benjamin Brooks,2007-09-22,Grade 3,001-903-499-6746x95716,17.0,15-19,True
S03732,Kimberly Gonzalez,2017-05-18,Grade 3,+1-343-887-6654x970,8.0,0-14,True
S03733,Tyler Palmer,2013-04-09,Grade 5,(880)866-5960x7072,12.0,0-14,True
S03734,Joshua Gallagher,2011-05-02,Grade 3,284.318.1900,14.0,0-14,True
S03735,Amber Gordon,2017-12-08,Grade 1,001-627-890-0337x176,7.0,0-14,True
S03736,Shelly Franco,2007-04-16,Grade 4,933.941.1051x71477,18.0,15-19,True
S03737,Laura Leonard,2013-02-09,Grade 5,+1-407-571-0956x505,12.0,0-14,True
S03738,Debra Haynes,,Grade 1,(393)765-6677x92325,,Unknown,True
S03739,James Collins,2007-08-22,Grade 3,+1-615-381-3762x3536,17.0,15-19,True
S03740,Christopher Moon,2011-12-05,Grade 5,779.298.6530,13.0,0-14,True
S03741,Andrew Hanson,2015-11-05,Grade 4,001-496-697-7086x337,9.0,0-14,True
S03742,Michael Garcia,2014-08-25,Grade 1,(664)429-8148x139,10.0,0-14,True
S03743,Renee Thornton,2011-12-16,Grade 1,Not Provided,13.0,0-14,True
S03744,Daniel Ruiz,,Grade 5,2369007728,,Unknown,True
S03745,Alexandra Clark,2018-10-14,Grade 1,799-374-1214,6.0,0-14,True
S03746,Valerie Johnson,,Grade 3,Not Provided,,Unknown,True
S03747,Shane Lee,2012-04-22,Grade 2,772.303.9822x577,13.0,0-14,True
S03748,Christie Jackson,2011-11-01,Grade 3,406.309.8614x808,13.0,0-14,True
S03749,Yvonne Barber,2014-10-21,Grade 2,(514)660-2379x5772,10.0,0-14,True
S03750,Renee Fields,2017-03-12,Grade 4,001-801-296-7727x096,8.0,0-14,True
S03751,Joseph Smith,2012-02-23,Grade 5,927.492.6948,13.0,0-14,True
S03752,Michael York,2008-04-01,Grade 1,582.968.6404x622,17.0,15-19,True
S03753,Dr. Kristina Baldwin,2009-11-23,Grade 5,294.210.6535,15.0,15-19,True
S03754,Mr. Jeremy Wall,2014-09-23,Grade 3,633.224.4999x91184,10.0,0-14,True
S03755,David Sanchez,2015-12-25,Grade 5,Not Provided,9.0,0-14,True
S03756,Shane Willis,2015-12-16,Grade 3,+1-801-832-5148x16205,9.0,0-14,True
S03757,Stephanie Butler,2017-01-15,Grade 2,560-546-3561x125,8.0,0-14,True
S03758,Cory West,2019-01-20,Grade 3,647-331-7039x7233,6.0,0-14,True
S03759,Angela Roy,2018-08-17,Grade 4,508.914.9981x2968,6.0,0-14,True
S03760,Natalie Miller,2017-09-26,Grade 3,234.401.0572,7.0,0-14,True
S03761,Rhonda Cain,2007-06-26,Grade 4,(700)407-7518,18.0,15-19,True
S03762,Deborah Watkins,2012-03-30,Grade 1,001-955-789-6212,13.0,0-14,True
S03763,Laura Robertson Dds,2018-01-18,Grade 4,+1-203-428-0211,7.0,0-14,True
S03764,Terry Camacho,2018-01-26,Grade 1,4672010358,7.0,0-14,True
S03765,Carolyn Nunez,2015-01-22,Grade 1,8883019748,10.0,0-14,True
S03766,Chris Lee,2008-05-18,Grade 5,623.482.6586x50099,17.0,15-19,True
S03767,Melissa Carrillo,2016-08-23,Grade 3,788.279.0581,8.0,0-14,True
S03768,Vicki Arroyo,2009-06-26,Grade 5,528-504-3105x1993,16.0,15-19,True
S03769,Eric Lawson,2012-04-18,Grade 1,+1-345-539-6998x25364,13.0,0-14,True
S03770,Kyle Freeman,,Grade 3,405-371-9294,,Unknown,True
S03771,Tracy Richards,2010-03-16,Grade 3,259.631.3926x86387,15.0,15-19,True
S03772,Kimberly Johnson,,Grade 4,4017678058,,Unknown,True
S03773,John Nelson,,Grade 5,+1-254-269-2413x508,,Unknown,True
S03774,Angela Lopez,,Grade 3,346.935.8514x863,,Unknown,True
S03775,Bryan James,2013-09-05,Grade 2,+1-390-907-4730,11.0,0-14,True
S03776,Lori Morris,2013-11-03,Grade 2,(954)711-2036x7131,11.0,0-14,True
S03777,Shawn Horne,2006-12-30,Grade 2,(259)551-4865x1400,18.0,15-19,True
S03778,David Brady,2019-03-07,Grade 5,575-990-8235,6.0,0-14,True
S03779,Robert Golden,2012-07-08,Grade 1,517-459-1990x76689,12.0,0-14,True
S03780,Johnny Cummings,,Grade 5,Not Provided,,Unknown,True
S03781,Nicole Elliott,2006-09-24,Grade 5,(935)218-3641x62505,18.0,15-19,True
S03782,Mrs. Sheri Lindsey,2011-01-05,Grade 3,(222)364-4093x94133,14.0,0-14,True
S03783,Kimberly Raymond,,Grade 3,001-889-496-1773x093,,Unknown,True
S03784,Robin Simmons,2013-11-16,Grade 5,3674091148,11.0,0-14,True
S03785,Daniel Snyder,2013-08-09,Grade 3,216-581-8377,11.0,0-14,True
S03786,Bryan Larson,2016-07-23,Grade 5,300.354.7739,8.0,0-14,True
S03787,Jessica Carter,2007-01-28,Grade 5,3397710403,18.0,15-19,True
S03788,Justin Williams,2008-08-16,Grade 2,+1-406-250-0253x1661,16.0,15-19,True
S03789,Eugene Mcfarland,2016-06-20,Grade 3,+1-549-528-3874x3684,9.0,0-14,True
S03790,Amy Allen,2006-12-12,Grade 4,(583)249-4437,18.0,15-19,True
S03791,John Galvan,2016-12-06,Grade 1,585-928-6427x34995,8.0,0-14,True
S03792,Derek Cooper,2010-04-06,Grade 4,234.202.9663x954,15.0,15-19,True
S03793,Eric Elliott,2018-03-28,Grade 5,590-743-0838,7.0,0-14,True
S03794,Fred Little,,Grade 4,213.421.0552,,Unknown,True
S03795,Gary Gibson,2007-07-28,Grade 3,(315)934-9654x672,17.0,15-19,True
S03796,Kelly Morales,2014-11-14,Grade 5,280.380.8257x25082,10.0,0-14,True
S03797,Steven White,2009-02-10,Grade 2,214-579-9441,16.0,15-19,True
S03798,Crystal Nguyen,2014-05-12,Grade 4,(331)369-7313x614,11.0,0-14,True
S03799,Lindsey Ward,2008-05-18,Grade 5,+1-555-729-6310x39317,17.0,15-19,True
S03800,Monica Doyle,2012-05-21,Grade 3,537-304-9987,13.0,0-14,True
S03801,Catherine Cole,2008-09-16,Grade 2,3969269046,16.0,15-19,True
S03802,Zachary Mitchell,2013-06-16,Grade 4,377.217.8614x244,12.0,0-14,True
S03803,Scott Gray,2016-06-22,Grade 5,(821)426-2119,9.0,0-14,True
S03804,Kyle Bowen,2010-08-13,Grade 3,+1-366-560-6996,14.0,0-14,True
S03805,Zachary Richard,,Grade 2,615.261.1188x2928,,Unknown,True
S03806,Amanda Cooke,2008-02-26,Grade 3,(982)513-3172x56886,17.0,15-19,True
S03807,Zachary Moore,2015-07-25,Grade 4,7792597734,9.0,0-14,True
S03808,Kristi Blackburn,2017-12-24,Grade 5,883.658.2125,7.0,0-14,True
S03809,Cheryl Bradley,2012-12-20,Grade 3,405.878.9170x146,12.0,0-14,True
S03810,Nicole Ayala,2013-06-15,Grade 4,001-859-202-3578,12.0,0-14,True
S03811,Stephen Cruz,2010-06-15,Grade 5,9453820864,15.0,15-19,True
S03812,John Melendez,2017-12-21,Grade 3,360-599-6740,7.0,0-14,True
S03813,Lawrence Johnson,2013-07-07,Grade 1,001-258-340-4221x470,11.0,0-14,True
S03814,Andres Haas Phd,2010-02-19,Grade 4,(886)273-7779x60761,15.0,15-19,True
S03815,Katie Gonzalez,2015-03-28,Grade 4,(316)434-1899x3719,10.0,0-14,True
S03816,Douglas Price,2019-01-11,Grade 2,4479556203,6.0,0-14,True
S03817,Gregg Black,2012-03-15,Grade 3,472.797.3731x044,13.0,0-14,True
S03818,Bobby Ochoa,2013-05-02,Grade 4,221-512-1654x0807,12.0,0-14,True
S03819,Stephanie Brown,2010-05-05,Grade 3,231.240.8870x596,15.0,15-19,True
S03820,Alyssa Bennett,2007-09-05,Grade 5,(201)342-6545x190,17.0,15-19,True
S03821,Andrew Campbell,,Grade 2,+1-833-245-5276x782,,Unknown,True
S03822,Margaret Patel,2012-12-20,Grade 1,+1-416-944-5581,12.0,0-14,True
S03823,Michael Cuevas,2009-05-12,Grade 5,Not Provided,16.0,15-19,True
S03824,David Martinez,2013-08-14,Grade 5,576.559.1921x753,11.0,0-14,True
S03825,Michael Meyers,2018-10-04,Grade 3,001-963-841-8254,6.0,0-14,True
S03826,Darin Miles,2012-01-31,Grade 4,+1-919-483-4009x846,13.0,0-14,True
S03827,Heidi White,2009-01-25,Grade 5,513-972-9681,16.0,15-19,True
S03828,Daniel Gibson,2019-01-15,Grade 4,(878)944-6612,6.0,0-14,True
S03829,Jennifer Brown,2015-09-12,Grade 1,(643)703-0916x716,9.0,0-14,True
S03830,Diane Douglas,2007-11-06,Grade 2,832-375-2953,17.0,15-19,True
S03831,Christopher Rodriguez,2010-04-20,Grade 4,001-943-721-6347x6540,15.0,15-19,True
S03832,Cheryl Snow,2013-05-22,Grade 3,441-471-4027,12.0,0-14,True
S03833,Michael Mullins,2014-06-24,Grade 1,323.304.7777,11.0,0-14,True
